source_entity,r.relation_type,target_entity,r.description,r.source_document,r.confidence
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/albertas-future-leaders-program,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/albertas-future-leaders-program,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/albertas-future-leaders-program,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/albertas-future-leaders-program,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/albertas-future-leaders-program,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/albertas-future-leaders-program,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/albertas-future-leaders-program,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/albertas-future-leaders-program,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/albertas-future-leaders-program,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/albertas-future-leaders-program,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/every-kid-can-play-program,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/every-kid-can-play-program,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/every-kid-can-play-program,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/every-kid-can-play-program,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/every-kid-can-play-program,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/every-kid-can-play-program,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/every-kid-can-play-program,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/every-kid-can-play-program,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/every-kid-can-play-program,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/every-kid-can-play-program,0.7
Alberta government services and information you need,MANAGES,Foster and kinship care,Alberta government services and information you need manages Foster and kinship care,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Alberta government services and information you need,RELATED_TO,Government of Alberta,Alberta government services and information you need related to Government of Alberta,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Alberta government services and information you need,RELATED_TO,Alberta jobs,Alberta government services and information you need related to Alberta jobs,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Alberta government services and information you need,RELATED_TO,Alberta initiatives and action plans,Alberta government services and information you need related to Alberta initiatives and action plans,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Alberta government services and information you need,RELATED_TO,Government act,Alberta government services and information you need related to Government act,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Alberta government services and information you need,RELATED_TO,and act,Alberta government services and information you need related to and act,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Alberta government services and information you need,RELATED_TO,action plan,Alberta government services and information you need related to action plan,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Alberta government services and information you need,PROVIDES,vehicle registration,Alberta government services and information you need provides vehicle registration,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Alberta government services and information you need,PROVIDES,Elder abuse,Alberta government services and information you need provides Elder abuse,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Alberta government services and information you need,PROVIDES,Child care,Alberta government services and information you need provides Child care,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Alberta government services and information you need,MANAGES,Foster and kinship care,Alberta government services and information you need manages Foster and kinship care,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Alberta government services and information you need,RELATED_TO,Government of Alberta,Alberta government services and information you need related to Government of Alberta,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Alberta government services and information you need,RELATED_TO,Alberta jobs,Alberta government services and information you need related to Alberta jobs,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Alberta government services and information you need,RELATED_TO,Alberta initiatives and action plans,Alberta government services and information you need related to Alberta initiatives and action plans,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Alberta government services and information you need,RELATED_TO,Alberta government,Alberta government services and information you need related to Alberta government,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Alberta government services and information you need,RELATED_TO,Government act,Alberta government services and information you need related to Government act,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Alberta government services and information you need,RELATED_TO,and act,Alberta government services and information you need related to and act,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Alberta government services and information you need,RELATED_TO,action plan,Alberta government services and information you need related to action plan,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Alberta government services and information you need,PROVIDES,vehicle registration,Alberta government services and information you need provides vehicle registration,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Alberta government services and information you need,PROVIDES,Elder abuse,Alberta government services and information you need provides Elder abuse,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Alberta government services and information you need,PROVIDES,Child care,Alberta government services and information you need provides Child care,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Alberta government services and information you need,MANAGES,Foster and kinship care,Alberta government services and information you need manages Foster and kinship care,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Alberta government services and information you need,RELATED_TO,Government of Alberta,Alberta government services and information you need related to Government of Alberta,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Alberta government services and information you need,RELATED_TO,Alberta jobs,Alberta government services and information you need related to Alberta jobs,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Alberta government services and information you need,RELATED_TO,Alberta initiatives and action plans,Alberta government services and information you need related to Alberta initiatives and action plans,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Alberta government services and information you need,RELATED_TO,Government act,Alberta government services and information you need related to Government act,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
